Date,Price,Open,High,Low,Vol.,Change %
02-Jan-12,653.13,653.13,653.13,653.13,-,0.00%
30-Dec-11,653.13,644.38,654.38,642.63,-,1.24%
29-Dec-11,645.13,649.38,654.38,641.88,-,-0.85%
28-Dec-11,650.63,643.63,655.75,641.5,-,1.09%
27-Dec-11,643.63,629.13,646.88,628.88,-,3.52%
26-Dec-11,621.75,621.75,621.75,621.75,-,0.00%
25-Dec-11,621.75,621.75,621.75,621.75,-,-0.04%
23-Dec-11,622,620.63,627.63,618.63,-,0.08%
22-Dec-11,621.5,617.13,625.63,611.5,-,0.61%
21-Dec-11,617.75,606.63,617.88,600.63,-,1.79%
20-Dec-11,606.88,599.5,608.63,595.75,-,1.00%
19-Dec-11,600.88,585.88,603.13,581.88,-,3.04%
16-Dec-11,583.13,578.75,587.38,577.25,-,0.82%
15-Dec-11,578.38,582.63,587.75,578.38,-,-0.54%
14-Dec-11,581.5,600.38,602.63,579.63,-,-3.35%
13-Dec-11,601.63,594.13,608.88,593.38,-,1.30%
12-Dec-11,593.88,593.88,601.63,587.5,-,-0.27%
11-Dec-11,595.5,595.5,595.5,595.5,-,-0.10%
09-Dec-11,596.13,595.38,599.25,584.13,-,0.04%
08-Dec-11,595.88,600,602.88,591.25,-,-0.75%
07-Dec-11,600.38,612.38,615.38,598.88,-,-1.96%
06-Dec-11,612.38,611.38,616.88,600.38,-,0.08%
05-Dec-11,611.88,627.38,631.5,607.63,-,-2.35%
02-Dec-11,626.63,616,631.25,611.88,-,1.99%
01-Dec-11,614.38,615,624.88,605.88,-,-0.08%
30-Nov-11,614.88,613.88,629,607.38,-,0.00%
29-Nov-11,614.88,592.5,618.88,591.13,-,3.71%
28-Nov-11,592.88,595.13,603.38,590.13,-,3.29%
25-Nov-11,574,578.25,586.13,572.5,-,-0.99%
23-Nov-11,579.75,594.25,595.75,577.38,-,-2.42%
22-Nov-11,594.13,592.38,597,586.13,-,0.38%
21-Nov-11,591.88,598.63,601.63,584.63,-,-0.80%
18-Nov-11,596.63,593.25,602.38,586.63,-,0.80%
17-Nov-11,591.88,616.13,617.63,590.63,-,-4.09%
16-Nov-11,617.13,631.63,639.5,615.13,-,-2.35%
15-Nov-11,632,616,634.13,612.38,-,2.83%
14-Nov-11,614.63,616.88,622,610.5,-,-0.55%
11-Nov-11,618,619.75,625.63,609.63,-,-0.54%
10-Nov-11,621.38,641.63,648.5,618.88,-,-3.31%
09-Nov-11,642.63,655.63,657.63,633.75,-,-2.36%
08-Nov-11,658.13,639,659.13,636.75,-,2.99%
07-Nov-11,639,638.88,640.63,630.13,-,0.57%
04-Nov-11,635.38,634.88,639.88,623.5,-,0.12%
03-Nov-11,634.63,623.75,644.13,620.25,-,1.64%
02-Nov-11,624.38,625.88,638.13,620.38,-,-0.28%
01-Nov-11,626.13,629.63,633.75,612.5,-,-0.50%
31-Oct-11,629.25,647.5,647.88,619.5,-,-2.84%
30-Oct-11,647.63,644.75,647.88,644.75,-,0.23%
28-Oct-11,646.13,643.25,652.63,636.38,-,0.54%
27-Oct-11,642.63,621.5,647.63,621.5,-,3.42%
26-Oct-11,621.38,636,643.38,616.63,-,-2.20%
25-Oct-11,635.38,642.38,646.88,634.25,-,-1.09%
24-Oct-11,642.38,633.25,646.88,632.63,-,1.36%
23-Oct-11,633.75,631.88,633.75,630.75,-,0.50%
21-Oct-11,630.63,631.5,649.63,628.38,-,-0.04%
20-Oct-11,630.88,616.88,632.88,613.75,-,2.25%
19-Oct-11,617,629.75,636.88,616.75,-,-2.01%
18-Oct-11,629.63,624.63,630.88,613.13,-,0.76%
17-Oct-11,624.88,622.25,634.13,620.13,-,0.56%
16-Oct-11,621.38,623.88,626.38,621.38,-,-0.40%
14-Oct-11,623.88,622.13,632.88,612.5,-,0.34%
13-Oct-11,621.75,624.13,630.38,605.5,-,-0.34%
12-Oct-11,623.88,658.13,662.5,620.13,-,-5.11%
11-Oct-11,657.5,614.75,665.13,612.5,-,6.98%
10-Oct-11,614.63,612.63,628.63,610.63,-,0.41%
09-Oct-11,612.13,607.63,613.13,606.63,-,0.53%
07-Oct-11,608.88,615.25,622.88,606.38,-,-1.02%
06-Oct-11,615.13,626.5,639.38,613.5,-,-1.80%
05-Oct-11,626.38,611,628.63,607.38,-,2.50%
04-Oct-11,611.13,615.75,620.63,597,-,-0.77%
03-Oct-11,615.88,612.25,622.75,596.88,-,0.57%
02-Oct-11,612.38,609.13,613.75,608.63,-,1.05%
30-Sep-11,606,658.63,661.25,605.38,-,-7.97%
29-Sep-11,658.5,632.75,661.38,627.38,-,4.07%
28-Sep-11,632.75,651.75,657.38,632.75,-,-3.01%
27-Sep-11,652.38,654.63,669.63,650.38,-,-0.32%
26-Sep-11,654.5,644.75,655.25,624.88,-,1.30%
25-Sep-11,646.13,646.38,647.63,643.88,-,0.54%
23-Sep-11,642.63,637.75,649.38,634.13,-,0.78%
22-Sep-11,637.63,662.63,662.63,632.63,-,-3.70%
21-Sep-11,662.13,673.38,682.63,661,-,-1.63%
20-Sep-11,673.13,676.38,687.63,672.25,-,-0.52%
19-Sep-11,676.63,688.63,688.63,667.13,-,-1.72%
18-Sep-11,688.5,688.38,691,687,-,-0.70%
16-Sep-11,693.38,698.38,705,689.75,-,-0.63%
15-Sep-11,697.75,704.75,704.88,686.25,-,-0.89%
